Movie release date,Number of movies,top 20 2grams
2002,658,"[(('new', 'york'), 61), (('high', 'school'), 37), (('back', 'into'), 22), (('after', 'being'), 21), (('no', 'longer'), 21), (('no', 'one'), 19), (('not', 'only'), 18), (('did', 'not'), 18), (('film', 'begins'), 17), (('los', 'angeles'), 17), (('one', 'night'), 17), (('this', 'time'), 17), (('chosen', 'one'), 17), (('runs', 'into'), 16), (('there', 'no'), 16), (('world', 'war'), 16), (('best', 'friend'), 16), (('two', 'men'), 16), (('one', 'day'), 16), (('falls', 'love'), 16)]"
2003,677,"[(('new', 'york'), 48), (('high', 'school'), 30), (('after', 'being'), 26), (('did', 'not'), 24), (('even', 'though'), 23), (('back', 'into'), 21), (('los', 'angeles'), 21), (('united', 'states'), 19), (('not', 'only'), 19), (('runs', 'into'), 18), (('go', 'back'), 18), (('no', 'longer'), 18), (('one', 'last'), 18), (('best', 'friend'), 18), (('film', 'opens'), 17), (('not', 'want'), 16), (('get', 'into'), 16), (('nameless', 'monk'), 16), (('van', 'pelt'), 16), (('only', 'one'), 15)]"
2004,766,"[(('new', 'york'), 52), (('van', 'helsing'), 31), (('high', 'school'), 27), (('united', 'states'), 26), (('film', 'opens'), 24), (('no', 'longer'), 24), (('after', 'being'), 24), (('best', 'friend'), 23), (('no', 'one'), 21), (('not', 'only'), 20), (('just', 'before'), 19), (('back', 'into'), 19), (('did', 'not'), 18), (('film', 'begins'), 17), (('one', 'day'), 17), (('even', 'though'), 16), (('young', 'woman'), 15), (('this', 'time'), 15), (('next', 'day'), 15), (('get', 'into'), 15)]"
2005,897,"[(('new', 'york'), 64), (('high', 'school'), 49), (('after', 'being'), 38), (('back', 'into'), 28), (('no', 'one'), 27), (('tea', 'cake'), 27), (('united', 'states'), 26), (('did', 'not'), 25), (('goes', 'back'), 23), (('no', 'longer'), 23), (('runs', 'into'), 22), (('this', 'time'), 21), (('only', 'one'), 21), (('once', 'again'), 20), (('returns', 'home'), 20), (('one', 'day'), 19), (('film', 'begins'), 19), (('york', 'city'), 19), (('not', 'only'), 19), (('young', 'man'), 18)]"
2006,1121,"[(('new', 'york'), 58), (('high', 'school'), 44), (('no', 'longer'), 40), (('united', 'states'), 34), (('did', 'not'), 34), (('one', 'day'), 33), (('after', 'being'), 32), (('not', 'only'), 31), (('jaguar', 'paw'), 31), (('back', 'into'), 30), (('runs', 'into'), 28), (('best', 'friend'), 26), (('takes', 'place'), 25), (('no', 'one'), 23), (('asks', 'if'), 22), (('los', 'angeles'), 22), (('having', 'been'), 21), (('there', 'no'), 21), (('goes', 'into'), 21), (('go', 'back'), 20)]"
2007,1063,"[(('new', 'york'), 71), (('high', 'school'), 48), (('after', 'being'), 42), (('did', 'not'), 40), (('best', 'friend'), 34), (('los', 'angeles'), 30), (('back', 'into'), 29), (('there', 'no'), 27), (('get', 'into'), 26), (('old', 'man'), 26), (('no', 'one'), 25), (('runs', 'into'), 25), (('only', 'find'), 25), (('not', 'only'), 24), (('united', 'states'), 24), (('no', 'longer'), 24), (('phone', 'call'), 23), (('not', 'know'), 21), (('falls', 'love'), 20), (('one', 'day'), 20)]"
2008,1007,"[(('new', 'york'), 67), (('high', 'school'), 57), (('next', 'day'), 46), (('no', 'one'), 35), (('after', 'being'), 34), (('back', 'into'), 33), (('united', 'states'), 33), (('did', 'not'), 32), (('best', 'friend'), 30), (('asks', 'if'), 28), (('there', 'no'), 26), (('only', 'one'), 25), (('even', 'though'), 25), (('los', 'angeles'), 24), (('no', 'longer'), 24), (('film', 'follows'), 24), (('not', 'only'), 23), (('runs', 'into'), 23), (('one', 'day'), 23), (('go', 'back'), 23)]"
2009,913,"[(('new', 'york'), 55), (('high', 'school'), 49), (('no', 'one'), 44), (('no', 'longer'), 35), (('back', 'into'), 33), (('after', 'being'), 33), (('did', 'not'), 31), (('best', 'friend'), 29), (('united', 'states'), 29), (('runs', 'into'), 28), (('asks', 'if'), 27), (('snow', 'white'), 27), (('next', 'day'), 26), (('not', 'want'), 26), (('chrome', 'skull'), 26), (('get', 'into'), 25), (('even', 'though'), 25), (('only', 'find'), 25), (('old', 'man'), 25), (('get', 'back'), 24)]"
2010,709,"[(('new', 'york'), 51), (('after', 'being'), 39), (('high', 'school'), 33), (('back', 'into'), 30), (('best', 'friend'), 24), (('go', 'back'), 24), (('just', 'before'), 23), (('did', 'not'), 23), (('no', 'longer'), 22), (('no', 'one'), 21), (('runs', 'into'), 20), (('returns', 'home'), 20), (('asks', 'if'), 20), (('not', 'want'), 19), (('los', 'angeles'), 19), (('take', 'care'), 18), (('film', 'opens'), 18), (('red', 'hood'), 18), (('united', 'states'), 18), (('only', 'one'), 17)]"
2011,569,"[(('new', 'york'), 43), (('after', 'being'), 32), (('high', 'school'), 30), (('best', 'friend'), 25), (('no', 'longer'), 23), (('los', 'angeles'), 21), (('did', 'not'), 20), (('back', 'into'), 20), (('go', 'back'), 19), (('united', 'states'), 19), (('back', 'home'), 18), (('goes', 'back'), 18), (('de', 'vere'), 17), (('some', 'time'), 16), (('next', 'day'), 16), (('go', 'into'), 15), (('returns', 'home'), 15), (('no', 'one'), 15), (('having', 'affair'), 14), (('film', 'opens'), 13)]"
2012,389,"[(('snow', 'white'), 45), (('new', 'york'), 26), (('high', 'school'), 26), (('no', 'longer'), 16), (('tinker', 'bell'), 16), (('runs', 'into'), 15), (('queen', 'clementianna'), 15), (('old', 'joe'), 14), (('pirate', 'captain'), 14), (('no', 'one'), 13), (('best', 'friends'), 13), (('go', 'back'), 12), (('best', 'friend'), 11), (('run', 'away'), 11), (('tries', 'convince'), 11), (('old', 'man'), 11), (('tries', 'get'), 10), (('only', 'one'), 10), (('film', 'opens'), 9), (('back', 'into'), 9)]"
2013,96,"[(('los', 'angeles'), 4), (('not', 'only'), 3), (('battle', 'artemisium'), 2), (('battle', 'artemisia'), 2), (('true', 'story'), 2), (('before', 'events'), 2), (('into', 'epic'), 2), (('film', 'story'), 2), (('brought', 'together'), 2), (('war', 'between'), 2), (('mother', 'malkin'), 2), (('face', 'face'), 2), (('hired', 'butler'), 2), (('story', 'two'), 2), (('no', 'longer'), 2), (('toy', 'store'), 2), (('over', 'several'), 2), (('grade', 'age'), 2), (('years', 'after'), 2), (('tweed', 'campgrounds'), 2)]"
2014,4,"[(('subject', 'divine'), 1), (('divine', 'visions'), 1), (('visions', 'foretelling'), 1), (('foretelling', 'end'), 1), (('end', 'noah'), 1), (('noah', 'attempts'), 1), (('attempts', 'tell'), 1), (('tell', 'people'), 1), (('people', 'cease'), 1), (('cease', 'mistreatment'), 1), (('mistreatment', 'earth'), 1), (('earth', 'order'), 1), (('order', 'no'), 1), (('no', 'one'), 1), (('one', 'listens'), 1), (('listens', 'noah'), 1), (('noah', 'family'), 1), (('family', 'cast'), 1), (('cast', 'fend'), 1), (('fend', 'themselves'), 1)]"
2015,2,[]
2016,2,[]
