Movie release date,Number of movies,top 10 3grams
1975,203,"[(('new', 'york', 'city'), 9), (('location', 'language', 'date'), 3), (('new', 'york', 'times'), 3), (('united', 'states', 'army'), 3), (('barbara', 'jean', 'perform'), 3), (('harry', 'morgan', 'sheriff'), 2), (('saw', 'rohmer', 'film'), 2), (('ignores', 'sign', 'says'), 2), (('world', 'war', 'ii'), 2), (('cia', 'deputy', 'director'), 2)]"
1976,221,"[(('new', 'york', 'city'), 5), (('world', 'war', 'ii'), 4), (('i', 'love', 'more'), 4), (('during', 'world', 'war'), 3), (('over', 'next', 'few'), 3), (('comes', 'face', 'face'), 2), (('making', 'too', 'much'), 2), (('rob', 'lowell', 'bank'), 2), (('kong', 'takes', 'dwan'), 2), (('world', 'trade', 'center'), 2)]"
1977,194,"[(('king', 'koo', 'koo'), 5), (('new', 'york', 'city'), 4), (('bernard', 'miss', 'bianca'), 3), (('united', 'states', 'army'), 3), (('off', 'into', 'night'), 3), (('raggedy', 'ann', 'andy'), 3), (('beautiful', 'girl', 'across'), 3), (('asks', 'secretary', 'defense'), 2), (('down', 'into', 'cave'), 2), (('during', 'world', 'war'), 2)]"
1978,219,"[(('cord', 'blind', 'man'), 4), (('yellow', 'brick', 'road'), 3), (('pig', 'pen', 'mike'), 2), (('pig', 'pen', 'spider'), 2), (('pen', 'spider', 'mike'), 2), (('border', 'rubber', 'duck'), 2), (('way', 'back', 'into'), 2), (('real', 'estate', 'agent'), 2), (('only', 'few', 'days'), 2), (('maggie', 'pete', 'get'), 2)]"
1979,217,"[(('new', 'york', 'city'), 5), (('during', 'world', 'war'), 4), (('gets', 'into', 'fight'), 3), (('must', 'find', 'way'), 2), (('finding', 'himself', 'drawn'), 2), (('all', 'hell', 'breaks'), 2), (('kills', 'others', 'find'), 2), (('run', 'off', 'road'), 2), (('adventure', 'them', 'trying'), 2), (('film', 'takes', 'place'), 2)]"
1980,263,"[(('new', 'york', 'city'), 8), (('charlie', 'brown', 'linus'), 5), (('world', 'war', 'ii'), 4), (('scott', 'goes', 'back'), 3), (('border', 'patrol', 'agents'), 3), (('swiss', 'business', 'man'), 3), (('original', 'snow', 'white'), 2), (('bring', 'snow', 'white'), 2), (('snow', 'white', 'home'), 2), (('having', 'second', 'thoughts'), 2)]"
1981,242,"[(('new', 'york', 'city'), 5), (('film', 'takes', 'place'), 4), (('van', 'der', 'veer'), 4), (('mary', 'ann', 'simpson'), 4), (('make', 'look', 'like'), 3), (('breaks', 'into', 'house'), 3), (('see', 'army', 'helicopter'), 2), (('united', 'states', 'army'), 2), (('lusk', 'comes', 'across'), 2), (('small', 'new', 'england'), 2)]"
1982,254,"[(('new', 'york', 'city'), 11), (('during', 'world', 'war'), 4), (('next', 'time', 'kevin'), 2), (('time', 'kevin', 'sees'), 2), (('kevin', 'sees', 'tracy'), 2), (('bus', 'safety', 'manual'), 2), (('frequenting', 'gay', 'bars'), 2), (('night', 'zack', 'bart'), 2), (('becomes', 'romantically', 'involved'), 2), (('makes', 'way', 'back'), 2)]"
1983,248,"[(('new', 'york', 'city'), 7), (('angel', 'beach', 'high'), 4), (('angel', 'beach', 'gang'), 4), (('united', 'states', 'air'), 4), (('states', 'air', 'force'), 4), (('returns', 'home', 'find'), 4), (('red', 'ryder', 'bb'), 4), (('lo', 'tae', 'zhao'), 3), (('president', 'united', 'states'), 3), (('gang', 'angel', 'beach'), 3)]"
1984,281,"[(('new', 'york', 'city'), 8), (('north', 'pole', 'city'), 4), (('united', 'states', 'army'), 3), (('plot', 'revolves', 'around'), 3), (('president', 'united', 'states'), 3), (('breaks', 'off', 'engagement'), 3), (('during', 'world', 'war'), 3), (('film', 'takes', 'place'), 3), (('suffers', 'fatal', 'heart'), 2), (('fatal', 'heart', 'attack'), 2)]"
1985,326,"[(('new', 'york', 'city'), 5), (('high', 'school', 'student'), 4), (('world', 'war', 'ii'), 4), (('receives', 'phone', 'call'), 3), (('big', 'big', 'bird'), 3), (('having', 'been', 'told'), 3), (('record', 'another', 'album'), 3), (('during', 'world', 'war'), 3), (('just', 'time', 'see'), 3), (('one', 'gang', 'members'), 3)]"
1986,338,"[(('new', 'york', 'city'), 5), (('noble', 'heart', 'true'), 5), (('heart', 'true', 'heart'), 5), (('fend', 'them', 'off'), 3), (('all', 'charges', 'against'), 3), (('three', 'them', 'escape'), 3), (('fuzzy', 'teddy', 'bear'), 3), (('over', 'next', 'few'), 3), (('copeland', 'blankes', 'make'), 2), (('mahoney', 'gets', 'back'), 2)]"
1987,373,"[(('garbage', 'pail', 'kids'), 5), (('new', 'york', 'city'), 4), (('not', 'go', 'through'), 3), (('off', 'into', 'sunset'), 3), (('film', 'revolves', 'around'), 3), (('cobra', 'commander', 'leads'), 3), (('been', 'taken', 'over'), 3), (('decides', 'take', 'matters'), 3), (('meets', 'falls', 'love'), 3), (('story', 'revolves', 'around'), 2)]"
1988,398,"[(('new', 'york', 'city'), 10), (('madame', 'de', 'tourvel'), 4), (('years', 'after', 'events'), 3), (('film', 'takes', 'place'), 3), (('narrator', 'ralph', 'describes'), 3), (('high', 'school', 'sweetheart'), 3), (('high', 'school', 'student'), 3), (('charles', 'lee', 'ray'), 3), (('goes', 'well', 'until'), 3), (('world', 'war', 'ii'), 3)]"
1989,384,"[(('new', 'york', 'city'), 12), (('during', 'world', 'war'), 5), (('troop', 'beverly', 'hills'), 5), (('club', 'sugar', 'ray'), 3), (('big', 'bird', 'barkley'), 3), (('world', 'war', 'ii'), 3), (('film', 'revolves', 'around'), 3), (('order', 'extra', 'anchovies'), 2), (('new', 'life', 'new'), 2), (('dreaded', 'lobster', 'man'), 2)]"
1990,383,"[(('grand', 'high', 'witch'), 14), (('new', 'york', 'city'), 11), (('president', 'united', 'states'), 5), (('no', 'one', 'else'), 3), (('witness', 'protection', 'program'), 3), (('back', 'into', 'old'), 3), (('back', 'into', 'house'), 3), (('good', 'guy', 'doll'), 3), (('los', 'angeles', 'police'), 3), (('all', 'forms', 'media'), 3)]"
1991,382,"[(('new', 'england', 'wire'), 5), (('new', 'york', 'city'), 4), (('england', 'wire', 'cable'), 4), (('may', 'may', 'not'), 3), (('meets', 'falls', 'love'), 3), (('spend', 'more', 'time'), 3), (('blond', 'ambition', 'tour'), 3), (('old', 'lady', 'hackmore'), 3), (('carla', 'told', 'tess'), 3), (('kid', 'demo', 'session'), 2)]"
1992,379,"[(('baby', 'oopsy', 'daisy'), 5), (('new', 'york', 'city'), 4), (('world', 'war', 'ii'), 3), (('get', 'into', 'fight'), 3), (('central', 'intelligence', 'agency'), 3), (('sweat', 'drown', 'me'), 3), (('spend', 'some', 'time'), 3), (('wendy', 'dust', 'devil'), 3), (('after', 'fending', 'off'), 2), (('struggle', 'ensues', 'between'), 2)]"
1993,397,"[(('snow', 'white', 'dwarfelles'), 6), (('pebbles', 'bamm', 'bamm'), 5), (('new', 'york', 'city'), 4), (('polish', 'hill', 'strangler'), 4), (('car', 'repair', 'shop'), 4), (('baby', 'oopsie', 'daisey'), 4), (('empire', 'state', 'building'), 3), (('love', 'one', 'another'), 3), (('sent', 'back', 'time'), 3), (('members', 'la', 'onda'), 3)]"
1994,459,"[(('new', 'york', 'city'), 12), (('large', 'sum', 'money'), 5), (('freedom', 'my', 'mind'), 4), (('receives', 'phone', 'call'), 4), (('henry', 'white', 'fang'), 4), (('reverend', 'leland', 'drury'), 4), (('start', 'new', 'life'), 3), (('martial', 'arts', 'tournament'), 3), (('sneaks', 'into', 'house'), 3), (('blue', 'öyster', 'cult'), 3)]"
1995,458,"[(('new', 'york', 'city'), 8), (('tank', 'girl', 'jet'), 7), (('girl', 'jet', 'girl'), 6), (('walks', 'behind', 'rows'), 5), (('little', 'red', 'riding'), 5), (('final', 'scene', 'shows'), 4), (('red', 'riding', 'hood'), 4), (('no', 'longer', 'need'), 3), (('way', 'back', 'into'), 3), (('able', 'get', 'away'), 3)]"
1996,490,"[(('new', 'york', 'city'), 10), (('james', 'stewart', 'glen'), 5), (('murder', 'sentenced', 'life'), 4), (('get', 'back', 'together'), 4), (('gets', 'into', 'fight'), 4), (('air', 'force', 'base'), 4), (('volume', 'pages', 'url'), 4), (('two', 'masked', 'men'), 3), (('if', 'there', 'any'), 3), (('aboard', 'air', 'force'), 3)]"
1997,507,"[(('new', 'york', 'city'), 7), (('remote', 'control', 'car'), 6), (('make', 'way', 'through'), 5), (('film', 'revolves', 'around'), 5), (('secret', 'service', 'agent'), 5), (('bubba', 'bertha', 'jo'), 5), (('gets', 'into', 'trouble'), 4), (('president', 'united', 'states'), 4), (('secret', 'service', 'agents'), 4), (('water', 'transformation', 'nature'), 4)]"
1998,551,"[(('de', 'la', 'vega'), 15), (('film', 'takes', 'place'), 5), (('new', 'york', 'city'), 4), (('one', 'last', 'time'), 4), (('plot', 'revolves', 'around'), 4), (('get', 'into', 'argument'), 4), (('over', 'next', 'few'), 4), (('decides', 'go', 'back'), 3), (('los', 'angeles', 'police'), 3), (('years', 'after', 'events'), 3)]"
1999,562,"[(('new', 'york', 'city'), 6), (('after', 'spending', 'day'), 4), (('high', 'school', 'football'), 3), (('talks', 'them', 'into'), 3), (('not', 'want', 'go'), 3), (('living', 'new', 'york'), 3), (('not', 'tell', 'anyone'), 3), (('copy', 'nine', 'gates'), 3), (('not', 'being', 'able'), 3), (('just', 'time', 'save'), 3)]"
2000,583,"[(('new', 'york', 'city'), 12), (('over', 'next', 'few'), 5), (('too', 'late', 'save'), 4), (('into', 'car', 'drives'), 4), (('get', 'back', 'together'), 4), (('live', 'happily', 'ever'), 4), (('make', 'look', 'like'), 4), (('volée', 'airlines', 'flight'), 4), (('blair', 'witch', 'project'), 3), (('comes', 'back', 'life'), 3)]"
2001,601,"[(('jay', 'silent', 'bob'), 11), (('new', 'york', 'city'), 8), (('world', 'war', 'ii'), 5), (('get', 'into', 'fight'), 5), (('returns', 'home', 'find'), 4), (('live', 'happily', 'ever'), 4), (('few', 'days', 'later'), 4), (('president', 'united', 'states'), 4), (('evil', 'ice', 'cream'), 4), (('trembling', 'before', 'retrieved'), 4)]"
2002,658,"[(('new', 'york', 'city'), 12), (('iron', 'masked', 'marauder'), 7), (('becomes', 'even', 'more'), 5), (('during', 'world', 'war'), 5), (('cannot', 'bring', 'himself'), 4), (('live', 'happily', 'ever'), 4), (('during', 'this', 'time'), 4), (('makes', 'its', 'way'), 4), (('high', 'school', 'senior'), 4), (('race', 'against', 'time'), 4)]"
2003,677,"[(('new', 'york', 'city'), 11), (('film', 'takes', 'place'), 5), (('daddy', 'day', 'care'), 5), (('plot', 'revolves', 'around'), 4), (('six', 'months', 'after'), 4), (('not', 'long', 'after'), 4), (('quickly', 'turns', 'into'), 4), (('gets', 'into', 'fight'), 4), (('nameless', 'monk', 'kar'), 4), (('dry', 'lake', 'bed'), 3)]"
2004,766,"[(('new', 'york', 'city'), 13), (('connie', 'carla', 'perform'), 6), (('story', 'revolves', 'around'), 4), (('two', 'fbi', 'agents'), 4), (('clips', 'puppet', 'master'), 4), (('high', 'school', 'student'), 4), (('world', 'trade', 'center'), 4), (('evil', 'masked', 'figure'), 4), (('young', 'woman', 'living'), 3), (('president', 'united', 'states'), 3)]"
2005,897,"[(('new', 'york', 'city'), 19), (('former', 'high', 'school'), 5), (('john', 'paul', 'ii'), 5), (('von', 'butch', 'minions'), 5), (('mama', 'cecile', 'papa'), 5), (('high', 'school', 'student'), 5), (('wicked', 'witch', 'west'), 5), (('move', 'into', 'new'), 4), (('no', 'one', 'believes'), 4), (('pope', 'john', 'paul'), 4)]"
2006,1121,"[(('new', 'york', 'city'), 12), (('film', 'takes', 'place'), 11), (('air', 'traffic', 'controllers'), 8), (('united', 'airlines', 'flight'), 7), (('american', 'airlines', 'flight'), 6), (('safe', 'deposit', 'box'), 6), (('world', 'trade', 'center'), 5), (('khyi', 'yang', 'po'), 5), (('turned', 'upside', 'down'), 4), (('last', 'scene', 'shows'), 4)]"
2007,1063,"[(('new', 'york', 'city'), 18), (('receives', 'phone', 'call'), 9), (('assistant', 'chief', 'lance'), 6), (('runs', 'back', 'into'), 5), (('high', 'school', 'students'), 5), (('no', 'one', 'knows'), 5), (('soon', 'becomes', 'clear'), 4), (('there', 'only', 'one'), 4), (('fast', 'food', 'restaurant'), 4), (('gets', 'into', 'car'), 4)]"
2008,1007,"[(('new', 'york', 'city'), 22), (('final', 'scene', 'shows'), 7), (('receives', 'phone', 'call'), 6), (('gets', 'phone', 'call'), 5), (('violent', 'j', 'shaggy'), 5), (('j', 'shaggy', 'dope'), 5), (('film', 'takes', 'place'), 4), (('film', 'flashes', 'back'), 4), (('plot', 'revolves', 'around'), 4), (('no', 'one', 'else'), 4)]"
2009,913,"[(('new', 'york', 'city'), 17), (('film', 'takes', 'place'), 6), (('no', 'one', 'else'), 6), (('one', 'last', 'time'), 5), (('film', 'revolves', 'around'), 5), (('police', 'arrive', 'arrest'), 5), (('part', 'film', 'experts'), 5), (('film', 'experts', 'argue'), 5), (('no', 'one', 'knows'), 4), (('tries', 'get', 'back'), 4)]"
2010,709,"[(('new', 'york', 'city'), 11), (('suck', 'my', 'taint'), 9), (('during', 'world', 'war'), 6), (('final', 'scene', 'shows'), 5), (('my', 'taint', 'girl'), 5), (('marcus', 'film', 'crew'), 5), (('matters', 'into', 'own'), 4), (('receives', 'phone', 'call'), 4), (('after', 'failed', 'attempt'), 4), (('big', 'baby', 'chips'), 4)]"
2011,569,"[(('new', 'york', 'city'), 9), (('goes', 'back', 'home'), 4), (('film', 'takes', 'place'), 4), (('break', 'into', 'house'), 4), (('after', 'failed', 'attempt'), 4), (('make', 'look', 'like'), 4), (('gets', 'upper', 'hand'), 4), (('make', 'way', 'back'), 3), (('too', 'late', 'save'), 3), (('finally', 'gets', 'chance'), 3)]"
2012,389,"[(('new', 'york', 'city'), 8), (('witness', 'protection', 'program'), 3), (('world', 'war', 'ii'), 3), (('john', 'paul', 'jones'), 3), (('film', 'also', 'features'), 3), (('yuri', 'takes', 'them'), 3), (('woman', 'floral', 'dress'), 3), (('become', 'best', 'friends'), 3), (('some', 'most', 'famous'), 2), (('receives', 'phone', 'call'), 2)]"
2013,96,"[(('film', 'centers', 'themistocles'), 1), (('centers', 'themistocles', 'artemisia'), 1), (('themistocles', 'artemisia', 'i'), 1), (('artemisia', 'i', 'well'), 1), (('i', 'well', 'xerxes'), 1), (('well', 'xerxes', 'i'), 1), (('xerxes', 'i', 'originally'), 1), (('i', 'originally', 'went'), 1), (('originally', 'went', 'under'), 1), (('went', 'under', 'working'), 1)]"
2014,4,"[(('subject', 'divine', 'visions'), 1), (('divine', 'visions', 'foretelling'), 1), (('visions', 'foretelling', 'end'), 1), (('foretelling', 'end', 'noah'), 1), (('end', 'noah', 'attempts'), 1), (('noah', 'attempts', 'tell'), 1), (('attempts', 'tell', 'people'), 1), (('tell', 'people', 'cease'), 1), (('people', 'cease', 'mistreatment'), 1), (('cease', 'mistreatment', 'earth'), 1)]"
2015,2,[]
2016,2,[]
