ID,DATE,PERSON,LOCATION,NUMBER,TIME,ORGANIZATION,MISC,DURATION,SET,ORDINAL,MONEY,PERCENT
25036694,"['the', '1930s']",,['Utah'],,,,,,,,,
195776,,"['Nate', 'Adams', 'Eddie', 'Carl', 'Lee', 'Eddie', 'Eddie', 'Eddie', 'Eddie', 'Eddie', 'Eddie', 'Nate', 'Nate', 'Eddie', 'Eddie', 'Eddie', 'Eddie', 'Eddie', 'Eddie', 'Royce', 'Eddie', 'Eddie', 'Eddie', 'Eddie', 'Reardon', 'Reardon', 'Reardon', 'Reardon', 'Reardon']","['New', 'York', 'City', 'Harlem', 'New', 'Jersey', 'Georgia', 'Harlem', 'Georgia', 'New', 'York', 'Harlem', 'Cynthia', 'Georgia', 'Georgia']","['one', 'two', 'one', 'one', 'score', 'months', 'one', 'score', 'two', '30', '30', 'three', 'one', '50', 'one', 'one', 'three', 'two']","['morning', 'Later', 'that', 'night', 'evening', 'night', 'Later', 'that', 'night']","['Fat', 'Freddie', 'Priest', 'Cadillac', 'Eldorado']","['Freddie', 'Freddie', 'Freddie', '`', 'The', 'Man']","['four', 'The', 'following', 'day', 'a', 'month']",,,"['one', 'million', 'dollars', '$', '10,000', '$', '20,000']",
12674456,"['Now', 'now']","['Bob', 'Valdez', 'Frank', 'Tanner', 'R.L.', 'Davis', 'Valdez', 'Tanner', 'Tanner', 'El', 'Segundo', 'Valdez', 'Davis', 'Diego', 'Tanner', 'Valdez', 'Tanner', 'Tanner', 'Erin', 'Tanner', 'Valdez', 'Tanner', 'Davis', 'Tanner', 'Valdez', 'Gay', 'Erin', 'Tanner', 'Tanner', 'Tanner', 'R.L.', 'Davis', 'El', 'Segundo', 'Tanner', 'Tanner', 'Valdez']","['Valdez', 'Sharps']","['two', 'one', 'one', 'two']",,,"['Indian', 'Indian']",,,,"['$', '200', '$', '100', '$', '100']",
26315574,,"['Madec', 'Ben', 'Madec', 'Ben', 'Ben', 'Madec', 'Madec', 'Ben', 'Madec', 'Ben', 'Madec', 'Ben', 'Ben', 'Ben', 'Madec', 'Ben', 'Madec', 'Ben', 'Madec']","['Los', 'Angeles', 'Mojave', 'Desert']","['70', 'two', 'two', 'forty', 'five']",,"['Winchester', 'Model']",,['hours'],,,,
17603695,['Once'],,,['two'],,,"['African', 'American']",,,,,
2066412,,,"['Alcatraz', 'San', 'Francisco', 'Vancouver', 'Tucson']",,,,,,,,,
22448229,"['the', 'weekend']","['Fredrik', 'Egerman', 'Anne', 'Anne', 'Fredrik', 'Desir', 'Desir', 'Fredrik', 'Count', 'Carl-Magnus', 'Mittelheim', 'Carl-Magnus']",['Charlotte'],,"['the', 'night']",,['Egermans'],"['18-year-old', 'eleven', 'months']",,['third'],,
14569569,,,,['two'],,,,,,,,
4213172,,"['Dirtwater', 'Fox']","['Salt', 'Lake', 'City', 'Utah']",,,,['Mormons'],,,,,
18704092,,"['Gene', 'Washington', 'Robert', 'Howard', 'Black', 'Six']",['Washington'],"['Six', '|']",,,"['African', 'American', 'Vietnam', 'War']",,,,,
15672797,"['years', 'ago', 'years', 'ago']","['Pauline', 'Hargraves', 'Hargraves', 'Willie', 'Dodge', 'Hargraves', 'Confu', 'Dr.', 'Bashan', 'Fang', 'Hargraves', 'Dr.', 'Hargraves', 'Fang', 'Pauline', 'Fang', 'Robert', 'Warde', 'Pauline', 'Warde', 'Pauline', 'Dr.', 'Bashan', 'Pauline', 'Warde', 'Bashan', 'Pauling', 'Hargraves', 'Pauline', 'Dr.', 'Bashan', 'Dr.', 'Bashan', 'Fang', 'Pauline', 'Pauline', 'Warde', 'Tim', 'Sullivan', 'Warde', 'Dr.', 'Bashan', 'Warde', 'Pauline', 'Warde', 'Dr.', 'Bashan', 'Pauline', 'Sullivan', 'Pauline', 'Dr.', 'Bashan', 'Pauline', 'Hargraves', 'Pauline', 'Warde', 'Sullivan', 'Pauline', 'Pauline', 'Dr.', 'Hargraves', 'Goode', 'Bashan', 'Pauline', 'Warde', 'Pauline', 'Pauline', 'Warde', 'Bashan', 'Pauline', 'Warde', 'Pauline', 'Warde', 'Thompson', 'Hargraves', 'Thompson', 'Pauline', 'Warde', 'Pauline', 'Willie', 'Dodge', 'Hargraves', 'Pauline', 'Warde', 'Fang', 'Pauline', 'Hargraves', 'Thompson', 'Hargraves', 'Fang', 'Hargraves', 'Thompson', 'Fang', 'Thompson', 'Pauline', 'Hargraves', 'Warde', 'Thompson', 'Hargraves', 'Hargraves', 'Thompson', 'Goode', 'Fang', 'Fang', 'Pauline', 'Warde', 'Pauline', 'Warde', 'Hargraves', 'Thompson', 'Pauline', 'Warde', 'Thompson', 'Thompson', 'Fang', 'Fang', 'Fang', 'Fang', 'Warde', 'Pauline', 'Pauline', 'Pauline']","['Asia', 'Asian', 'Hargraves', 'China', 'China', 'Tsai', 'Tsin', 'American', 'Bashan', 'Sarawak', 'Bashan', 'Bashan', 'Hargraves', 'Sarawak', 'Bashan', 'Bashan', 'Hargraves', 'Imu-Anh', 'Singapore', 'Bashan', 'Warde', 'Benares', 'Egypt', 'New', 'York', 'City', 'Bashan', 'Bashan', 'New', 'York', 'City', 'New', 'York', 'City', 'Bashan', 'Bashan', 'Bashan', 'Bashan', 'Bashan', 'Bashan', 'Hargraves', 'Bashan', 'Bashan', 'Bashan', 'China']","['One', 'two', 'and', 'one', '12']","['night', 'night', 'The', 'Night', 'night', 'The', 'Night']","['Dodge', 'Dodge', 'Hargraves', 'Dodge', 'Hargraves', 'party', 'Confu']","['Egyptian', 'Typhoon', 'of', 'Terror', 'Typhoon', 'of', 'Terror', 'Egyptian', 'Egyptian']","['the', 'next', 'day', 'The', 'next', 'day']",,"['second', 'second', 'first']",,
30684592,,"['Sy', 'Sy']","['Los', 'Angeles', 'Hollywood']",,"['Dawn', 'Dawn', 'Dawn']","['New', 'York', 'Times']",,,,,,
26743188,['now'],"['Tyrone', 'Tackett', 'Tyrone', 'Rochelle', 'Tackett', 'Tyrone', 'Tyrone', 'Tyrone', 'Sherwood', 'Epps', 'Sam', 'Law', 'Sherwood', 'Tyrone', 'Tyrone', 'Tyrone', 'Tyrone', 'Tyrone', 'Rochelle', 'Tackett', 'Tyrone', 'Tyrone']","['Southern', 'California', 'Oakland']",['two'],,"['Rochelle', 'Rochelle']","['Candy', 'All']","['the', 'following', 'day']",,,,
5501312,,['Harley'],,['one'],,,,,,,,
60155,"['the', '1890s', 'once']","['Lou', 'Gus', 'Jordan', 'Lou', 'Gus', 'Gus', 'Rita', 'Sergei', 'Stanieff', 'Gus', 'Lou', 'Dan', 'Flynn', 'Lou', 'Gus', 'Gus', 'Lou', 'Cummings', 'Gus', 'Cummings', 'Lou', 'Chick', 'Clark', 'Chick', 'Gus', 'Rita', 'Sergei', 'Lou', 'Lou', 'Sergei', 'Lou', 'Rita', 'Rita', 'Lou', 'Lou', 'Rita', 'Chick', 'Clark', 'Spider', 'Lou', 'Rita', 'Chick', 'Frankie', 'Dan', 'Flynn', 'Dan', 'Cummings', 'Gus', 'Sergei', 'Lou', 'Lou', 'Cummings', 'Cummings', 'Lou', 'Lou']","['New', 'York', 'San', 'Francisco']","['two', 'One']",,"['Spider', 'Chick']",,,,,,
1412382,,"['Brooke', 'Carter', 'Johnny', 'Spanish', 'Michael', 'O.', 'Pritchard', 'Kitty', ""O'Kelly"", 'Brooke', 'Brooke', 'Elizabeth', 'Rodney', 'James', 'Brooke', 'Michael', 'Johnny', 'Kitty', 'Johnny', 'Brooke', 'Michael', 'Elizabeth', 'Rodney']",,['four'],,['Michael'],,,,,,
22278175,,"['Fay', 'Cheyney', 'Mrs.', 'Webley', 'Charles', 'Arthur', 'Dilling', 'Mrs.', 'Webley', 'Fay', 'Arthur', 'Elton', 'Fay']",['Australian'],,,"['Monte', 'Carlo', 'Webley']",,,,,,
7999803,,"['Charlie', 'Riggs', 'Howard', 'Malloy', 'Riggs', 'Malloy', 'Malloy', 'Angel', 'Malloy', 'Malloy', 'Malloy']",,,['night'],,"['Crusaders', 'Crusaders', 'Crusaders']",,,,,
2773890,,"['Jack', 'Wrather', 'Bonita', 'Granville']",,"['two', 'One', 'Two']",,['IMDb'],,,,,,
27283528,['now'],"['Baron', 'Von', 'Burgen', 'Albert', 'Anna', 'Karl', 'Schneider', 'John', 'Gilbert', 'Countess', 'De', 'Marnac', 'Albert', 'Anna', 'Karl', 'baroness', 'Eloise', 'Eloise', 'Eloise', 'Albert', 'Albert', 'Anna', 'Albert', 'Sophie', 'Sophie', 'Eloise', 'Anna', 'Sophie', 'Eloise', 'Anna', 'Karl', 'Anna', 'Baron', 'Albert', 'Anna', 'Eloise', 'Baron', 'Albert', 'Albert', 'Anna', 'Anna', 'Anna', 'Albert', 'Anna', 'Anna', 'Albert', 'Eloise', 'Eloise', 'Albert', 'Albert', 'Sophie', 'Karl', 'Sophie', 'Anna', 'Anna', 'Albert', 'Albert', 'Baron', 'Baron', 'Albert', 'Karl', 'Anna', 'Albert']",['Vienna'],"['one', 'two', 'one', 'one']","['night', 'the', 'night', 'the', 'night', 'night', 'morning']",,"['Austrian', 'Karl', 'Karl', 'Karl']","['One', 'day', 'The', 'next', 'day', 'minute']",,,,
1482779,,"['Karen', 'Wright', 'Martha', 'Dobie', 'Karen', 'Amelia', 'Tilford', 'Mary', 'Karen', 'Joe', 'Cardin', 'Martha', 'Martha', 'Lily', 'Mortar', 'Joe', 'Martha', 'Karen', 'Lily', 'Martha', 'Lily', 'Joe', 'Martha', 'Rosalie', 'Wells', 'Mary', 'Rosalie', 'Martha', 'Mary', 'Martha', 'Lily', 'Martha', 'Joe', 'Rosalie', 'Mrs.', 'Tilford', 'Martha', 'Karen', 'Mrs.', 'Tilford', 'Rosalie', 'Martha', 'Karen', 'sue', 'Mrs.', 'Tilford', 'Lily', 'Joe', 'Karen', 'Joe', 'Mary', 'Martha', 'Karen', 'Joe', 'Martha', 'Lily', 'Martha', 'Rosalie', 'Mrs.', 'Tilford', 'Martha', 'Martha', 'Karen', 'Joe']",['Massachusetts'],"['One', 'one', 'three']",['evening'],,,,,,,
23257408,,"['Steve', 'Murtaugh']","['Chicago', 'Portland', 'Oregon']",,,,,,,,,
15590234,,"['David', 'Kessler']","['Beverly', 'Hills', 'High', 'Vietnam']",,,,,,,,,
34269763,,"['Lalu', 'Jim', 'Jim', 'Hong', 'King', 'Lalu', 'Charlie', 'Bemis', 'Polly', 'Lalu', 'Charlie', 'Polly', 'Charlie', 'Charlie', 'Polly', 'Charlie']","['California', 'Chinese', 'Hong', 'King', 'Idaho', 'Idaho', 'Hong', 'King', 'China', 'Hong', 'King', 'Caucasian', 'Hong', 'King', 'Hong', 'King', 'Hong', 'King', 'Chinese', 'China']","['two', 'thousand', 'one']",['night'],,"['Chinese', 'American', 'Old', 'West', 'Civil', 'War', 'Chinese', 'Chinese']",['quarters'],,,,
14433451,,"['Jimmy', 'Mason', 'Emma', 'Uncle', 'Henry', 'Matt', 'Kelly', 'Kelly', 'Shorty', 'Jimmy', 'Kelly', 'Kelly', 'Peggy', 'Gardner', 'Peggy', 'Frank', 'Gebhardt', 'Jimmy', 'at', 'Gebhardt', 'Kelly']",,"['one', 'years']",,,,['three'],,,,
14576560,"['fall', 'fall']","['Sam', 'Dodsworth', 'Sam', 'Sam', 'Sam', 'Sam', 'Edith', 'Cortright', 'Mary', 'Sam', 'Sam', 'Edith']","['Europe', 'Europe', 'Italy', 'Europe', 'America']",['two'],,"['Dodsworth', 'Motor', 'Company']",,,,['first'],,
23691144,,"['Roy', 'Roy', 'Lee', 'Madison', 'Roy', 'Lee', 'Lee', 'Lionel', 'Bates', 'George', 'Wallingford', 'Lancaster', 'Roy', 'Cookie', 'Bullfincher']","['Mexico', 'United', 'States', 'American', 'Mexico', 'England', 'Scotland']",['one'],,,"['Mexican', 'American', 'Western', 'English']",,,,,
21019986,"['January', '22', ',', '1974']","['Stanley', 'John', 'Daisy', 'Stanley', 'Ionesco']",,,,"['New', 'York', 'Times']",,,,,,
26070363,,"['Hesther', 'Prynne']",,,,,,,,,,
16781552,"['June', '1880']","['Hubbard', 'Marcus', 'Hubbard', 'Benjamin', 'Oscar', 'Laurette', 'Sincee', 'Birdie', 'Bagtry', 'Benjamin', 'Regina', 'John', 'Bagtry', 'Marcus', 'Lavinia']","['Bowden', 'Alabama', 'Greek', 'Chicago']","['one', 'one']",,"['Ku', 'Klux', 'Klan']","['Southerners', 'American', 'Civil', 'War']",['days'],,,,
19819441,"['the', 'late', '1960s', 'the', 'future']","['Jack', 'Daniels', 'Stoker', 'Charlie', 'Slade', 'Robert', 'Seymour']",,"['two', 'one', 'two']",,,,,,,,
12898551,['winter'],,,,,"['Robinsons', 'Robinsons']",,,,,,
28873034,"['1925', 'Ten', 'years', 'later', '1000', 'now']","['Clarissa', 'Phelps', 'Randolph', 'Courtney', 'Courtney', 'Richard', 'Richard', 'Courtney', 'Richard', 'Clarissa', 'Richard', 'Courtney', 'Emily', 'Judson', 'Richard', 'Clarissa', 'Courtney', 'Richard', 'Julia', 'Trent', 'Anders', 'Richard', 'Paul', 'Pauline', 'Richard', 'Pauline', 'Leo', 'Cartwright', 'Pauline', 'Emily', 'Julia', 'Elroyd', 'Joyce', 'Joyce', 'Julia', 'Clarissa', 'Richard', 'Courtney', 'Clarissa', 'Richard', 'Emily', 'Richard', 'Pauline']","['London', 'Richard']",,,,,,,['twenty-first'],,
9336287,,,,,,,,,,,,
12781074,"['now', 'now']","['Stella', 'Dr.', 'Steve', 'Dallas', 'Jenny', 'Ed', 'Munn', 'Stella', 'Jenny', 'Stella', 'Jenny', 'Stella', 'Ed', 'Munn', 'Jenny', 'Stella']",['Stella'],"['years', 'minutes']",,,,"['4', 'old', 'the', 'last', '10']",,['first'],,
2998375,"['the', '1840s']","['Don', 'Diego', 'de', 'la', 'Vega', 'Don', 'Luis', 'Quintero', 'Diego', 'Esteban', 'Diego']","['Spain', 'California']",,,,,,,,,
2134118,,"['Louis', 'Wolheim', 'Robert', 'Armstrong', 'Jean', 'Arthur', 'Arthur', 'Wolheim', 'Armstrong']","['Miles', 'City', 'Montana', 'Montana', 'Chicago']","['One', 'two', 'two']",,,,,,,,
15836095,"['1935', 'once', 'once']","['Michael', 'Barrows', 'Barrows', 'Barrows', 'H.', 'J.', 'Anslinger', 'Lum', 'Chi', 'Chow', 'Lum', 'Chi', 'Chow', 'Nicholas', 'Sokim', 'Barrows', 'Ann', 'Grant', 'Shu', 'Pan', 'Wu', 'Sokim', 'Barrows', 'Lionel', 'Hadley', 'Lariesier', 'Binda', 'Sha', 'Barrows', 'Ann', 'Grant', 'Binda', 'Sha', 'Barrows', 'Ann', 'Grant', 'Shu', 'Pan', 'Wu', 'Barrows', 'Barrows', 'Ann', 'Shu', 'Pan', 'Wu', 'Shu', 'Pan', 'Wu', 'Barrows', 'Barrows', 'Shu', 'Pan', 'Wu']","['United', 'States', 'California', 'Earth', 'Shanghai', 'Egypt', 'Shanghai', 'United', 'States', 'Egypt', 'Beirut', 'New', 'York', 'Havana', 'New', 'York']","['hundred', '12']",,"['Coast', 'Guard', 'Sokim', 'Barrows', 'Coast', 'Guard']","['Chinese', 'Chinese', 'British', 'French']","['the', 'next', 'few', 'days', 'years']",,['first'],,
571311,,"['Karen', 'Fergusson', 'Alexia', 'Keogh', 'Kerry', 'Fox']","['New', 'Zealand']","['three', 'three']",,,,,,,,
34353005,,"['Oswald', 'Oswald', 'Oswald', 'Oswald', 'Oswald', 'Oswald', 'Oswald', 'Oswald', 'Oswald', 'Oswald', 'Oswald', 'Oswald', 'Oswald']",,"['two', 'one', 'one']",,,,,,['first'],,
1274418,"['once', 'currently']","['Tommy', 'Chong', 'Anthony', 'Chong', 'Anthony', 'Anthony', 'Pedro', 'de', 'Pacas', 'Chong', 'Pedro', 'Strawberry', 'Strawberry', 'Strawberry', 'Pedro', 'Pedro', 'Stedenko', 'Pedro', 'Anthony', 'Pedro', 'Gloria', 'Ay', 'Les', 'Voy']","['Maui', 'Tijuana', 'Tijuana', 'United', 'States', 'Mexico', 'Los', 'Angeles']","['two', 'one', 'one']",['sundown'],"['Volkswagen', 'Beetle', 'INS', 'INS', 'Gloria']","['Vietnam', 'War', 'Man']",,,,,
3133545,"['15-year-old', 'May']","['Nancy', 'Breyers', 'Michael', 'Bosworth', 'Nancy', 'Nancy', 'Wally', 'Albert', 'David', 'Morse', 'Nancy', 'Tim', 'Cornell', 'Nora', 'Cornell', 'Zack', 'Nora', 'Nora', 'Albert', 'Brenda', 'Chandler', 'Chandler', 'Albert', 'Wally', 'Nora', 'Tim', 'Tim']","['Utah', 'Vietnam']","['one', 'three', 'two', 'two']",['night'],"['Bosworth', 'Bosworth', 'Bosworth', 'Bosworth', 'Nancy', 'Bosworth', 'Nancy', 'Bosworth', 'Bosworth', 'FBI', 'Bosworth', 'Bosworth', 'FBI', 'FBI', 'Bosworth', 'Bosworth', 'FBI']",['Cornells'],['8-year-old'],,,,
3153784,"['summer', 'the', 'summer']","['Maggie', 'McKeown', 'Paul', 'Grogan', 'Maggie', 'Grogan', 'Grogan', 'Grogan', 'Maggie', 'Grogan', 'Jack', 'Robert', 'Hoak', 'Kevin', 'McCarthy', 'Hoak', 'Grogan', 'Hoak', 'Hoak', 'Grogan', 'Waxman', 'Bruce', 'Gordon', 'Dr.', 'Mengers', 'Grogan', 'Waxman', 'Waxman', 'Grogan', 'Waxman', 'Grogan', 'Maggie', 'Waxman', 'Grogan', 'Maggie', 'Grogan', 'Grogan', 'Maggie', 'Grogan', 'Maggie', 'Maggie', 'Grogan']","['Lost', 'River', 'Lake', 'North', 'Vietnamese', 'West', 'Coast']","['Two', 'two', '100']","['night', 'the', 'night']","['Razorteeth', 'Viet', 'Cong', 'The', 'School', 'Mengers', 'School', 'School', 'The', 'School']","['Vietnam', 'War', 'Razorteeth']",,,['first'],,
14232431,,"['Marvin', 'Blake', 'Lane', 'Norwood', 'Blake', 'Madge', 'Blake', 'Madge', 'Betty', 'Wright']","['Peckerwood', 'Norwood']",,,,,,,,,
26364940,,,,,,,,,,,,
4484593,"['Once', 'the', 'week']","['Clinton', 'Greene', 'Alice', 'Wood', 'Anthony', 'Christine', 'Tom', 'Parkman', 'Tom', 'Lee', 'Philip', 'Dexter', 'Lee', 'Clinton', 'Clinton', 'Sheila', 'Greene', 'Clinton', 'Sheila', 'Greene', 'Clinton', 'Clinton', 'Clinton', 'Clinton', 'Sheila', 'Clinton', 'Clinton', 'Clinton', 'Clinton']","['Mediterranean', 'Mediterranean']","['year', 'six', 'one', 'one', 'six', 'one']","['the', 'night', 'night', 'night', 'second', 'evening']",,,"['one-week', 'one']","['Each', 'night']","['first', 'second']",,
18097901,"['the', 'day']","['Phillipe', 'Martin', 'Yvonne', 'Monique', 'Pelerin', 'Monique', 'Alfredo', 'Donstelli', 'Erik', 'Rhodes', 'Phillip', 'Phillipe', 'Phillipe', 'Monique', 'Monique', 'Phillipe', 'Maillot', 'Monique', 'Yvonne', 'Phillipe', 'Phillipes', 'Monique', 'Crawford']","['Paris', 'Rod', 'Plot']","['days', '1:36401']",['afternoon'],"['Purity', 'League', 'Justice', 'TCM', 'Full']",['Frenchman'],['three'],,,,
153435,"['Now', 'now', 'years', 'ago']","['Tony', 'Evers', 'Drago', 'Tony', 'Tony', 'Adrian', 'Mickey', 'Goldmill', 'Robert', 'George', 'Washington', 'Duke', 'Adrian', 'Adrian', 'Paulie', 'Paulie', 'Drago', 'Mickey', 'Mickey', 'Robert', 'Adrian', 'Paulie', 'Tommy', 'Gunn', 'Tommy', 'Tommy', 'Robert', 'Tommy', 'Tommy', 'Tommy', 'Adrian', 'Tommy', 'Tommy', 'Robert', 'Tommy', 'Tommy', 'Tommy', 'Tommy', 'Tommy', 'Tommy', 'Paulie', 'Tommy', 'Tommy', 'Tommy', 'Rocky', 'Marciano']","['Rocky', 'Balboa', 'Soviet', 'Union', 'Tokyo', 'Philadelphia', 'Mickey', 'Oklahoma', 'Balboa', 'Balboa', 'Philadelphia', 'Museum', 'of', 'Art', 'Mickey', 'Philadelphia']",['one'],,"['Balboa', 'Duke', 'Union', 'Cane', 'Cane', 'Duke', 'Duke', 'Duke', 'Duke', 'Rocky', 'and', 'Robert']","['Apollo', 'Creed']","['The', 'next', 'day']",,['first'],"['#', '1']",
9647695,,"['Bob', 'Denton', 'Evelyn', 'Palmer']",['Arizona'],,,,,,,,,
