Movie release date,Number of movies,top 10 2grams
1991,827,"[(('new', 'york'), 38), (('falls', 'love'), 34), (('one', 'day'), 22), (('los', 'angeles'), 20), (('next', 'day'), 19), (('takes', 'place'), 16), (('no', 'longer'), 15), (('after', 'being'), 15), (('only', 'one'), 15), (('gets', 'into'), 15)]"
1992,824,"[(('falls', 'love'), 34), (('new', 'york'), 33), (('their', 'own'), 22), (('back', 'into'), 20), (('one', 'day'), 20), (('only', 'one'), 18), (('returns', 'home'), 17), (('police', 'officer'), 16), (('madame', 'devries'), 16), (('only', 'find'), 15)]"
1993,915,"[(('falls', 'love'), 29), (('martial', 'arts'), 27), (('snow', 'white'), 27), (('even', 'though'), 24), (('after', 'being'), 23), (('once', 'again'), 23), (('new', 'york'), 22), (('their', 'own'), 21), (('one', 'day'), 21), (('police', 'officer'), 20)]"
1994,916,"[(('new', 'york'), 49), (('fei', 'hung'), 37), (('falls', 'love'), 32), (('after', 'being'), 30), (('one', 'day'), 26), (('police', 'officer'), 24), (('no', 'one'), 23), (('their', 'way'), 22), (('not', 'only'), 21), (('take', 'care'), 21)]"
1995,914,"[(('falls', 'love'), 39), (('one', 'day'), 35), (('new', 'york'), 31), (('no', 'longer'), 26), (('their', 'way'), 24), (('not', 'only'), 22), (('did', 'not'), 21), (('returns', 'home'), 20), (('after', 'being'), 20), (('los', 'angeles'), 20)]"
1996,979,"[(('new', 'york'), 56), (('falls', 'love'), 36), (('ho', 'nam'), 34), (('no', 'longer'), 26), (('after', 'being'), 24), (('their', 'own'), 24), (('no', 'one'), 23), (('high', 'school'), 23), (('not', 'only'), 22), (('young', 'man'), 20)]"
1997,1023,"[(('new', 'york'), 54), (('falls', 'love'), 45), (('one', 'day'), 36), (('their', 'way'), 32), (('after', 'being'), 32), (('high', 'school'), 30), (('even', 'though'), 26), (('make', 'their'), 26), (('united', 'states'), 25), (('runs', 'into'), 23)]"
1998,1100,"[(('new', 'york'), 52), (('falls', 'love'), 44), (('young', 'man'), 36), (('after', 'being'), 35), (('one', 'day'), 32), (('did', 'not'), 29), (('best', 'friend'), 28), (('old', 'man'), 27), (('even', 'though'), 26), (('this', 'time'), 26)]"
1999,1163,"[(('new', 'york'), 48), (('high', 'school'), 46), (('falls', 'love'), 43), (('one', 'day'), 38), (('young', 'man'), 33), (('after', 'being'), 32), (('did', 'not'), 27), (('their', 'way'), 27), (('not', 'only'), 26), (('between', 'two'), 26)]"
2000,1280,"[(('falls', 'love'), 51), (('new', 'york'), 50), (('their', 'own'), 42), (('did', 'not'), 37), (('one', 'day'), 36), (('high', 'school'), 34), (('united', 'states'), 27), (('not', 'only'), 26), (('young', 'man'), 26), (('after', 'being'), 26)]"
2001,1339,"[(('falls', 'love'), 57), (('after', 'being'), 43), (('one', 'day'), 43), (('did', 'not'), 40), (('new', 'york'), 38), (('high', 'school'), 37), (('this', 'time'), 36), (('even', 'though'), 35), (('runs', 'into'), 35), (('old', 'man'), 34)]"
2002,1478,"[(('new', 'york'), 79), (('falls', 'love'), 59), (('no', 'one'), 50), (('high', 'school'), 44), (('one', 'day'), 42), (('did', 'not'), 41), (('after', 'being'), 38), (('no', 'longer'), 36), (('charlie', 'brown'), 36), (('there', 'no'), 35)]"
2003,1662,"[(('falls', 'love'), 54), (('new', 'york'), 52), (('one', 'day'), 52), (('after', 'being'), 51), (('did', 'not'), 50), (('high', 'school'), 47), (('their', 'own'), 42), (('next', 'day'), 40), (('best', 'friend'), 37), (('runs', 'into'), 35)]"
2004,1872,"[(('hyun', 'woo'), 80), (('eun', 'soo'), 75), (('one', 'day'), 69), (('falls', 'love'), 64), (('new', 'york'), 59), (('after', 'being'), 50), (('no', 'one'), 45), (('high', 'school'), 44), (('no', 'longer'), 43), (('not', 'only'), 41)]"
2005,2102,"[(('new', 'york'), 70), (('high', 'school'), 67), (('one', 'day'), 66), (('falls', 'love'), 66), (('after', 'being'), 56), (('no', 'longer'), 50), (('young', 'man'), 46), (('did', 'not'), 45), (('their', 'own'), 45), (('not', 'only'), 44)]"
2006,2434,"[(('falls', 'love'), 78), (('new', 'york'), 78), (('one', 'day'), 76), (('high', 'school'), 70), (('no', 'longer'), 65), (('best', 'friend'), 59), (('did', 'not'), 57), (('after', 'being'), 56), (('their', 'own'), 52), (('their', 'way'), 51)]"
2007,2389,"[(('falls', 'love'), 94), (('new', 'york'), 76), (('high', 'school'), 69), (('after', 'being'), 67), (('did', 'not'), 66), (('one', 'day'), 60), (('their', 'own'), 60), (('best', 'friend'), 52), (('there', 'no'), 49), (('their', 'way'), 48)]"
2008,2465,"[(('one', 'day'), 91), (('their', 'own'), 85), (('falls', 'love'), 81), (('high', 'school'), 78), (('next', 'day'), 78), (('new', 'york'), 75), (('did', 'not'), 60), (('no', 'one'), 57), (('best', 'friend'), 54), (('after', 'being'), 52)]"
2009,2247,"[(('falls', 'love'), 73), (('new', 'york'), 71), (('high', 'school'), 70), (('no', 'one'), 68), (('one', 'day'), 66), (('did', 'not'), 66), (('their', 'own'), 64), (('no', 'longer'), 58), (('their', 'way'), 57), (('go', 'back'), 54)]"
2010,2022,"[(('new', 'york'), 74), (('one', 'day'), 65), (('after', 'being'), 62), (('falls', 'love'), 61), (('their', 'own'), 50), (('young', 'man'), 49), (('their', 'way'), 48), (('high', 'school'), 48), (('returns', 'home'), 44), (('no', 'one'), 44)]"
2011,1824,"[(('falls', 'love'), 64), (('after', 'being'), 55), (('did', 'not'), 50), (('new', 'york'), 48), (('next', 'day'), 47), (('their', 'own'), 46), (('one', 'day'), 45), (('back', 'into'), 43), (('high', 'school'), 43), (('go', 'back'), 42)]"
2012,1194,"[(('falls', 'love'), 47), (('snow', 'white'), 45), (('new', 'york'), 36), (('high', 'school'), 34), (('their', 'own'), 30), (('one', 'day'), 26), (('no', 'longer'), 25), (('no', 'one'), 24), (('their', 'way'), 24), (('best', 'friend'), 23)]"
2013,164,"[(('best', 'friends'), 4), (('los', 'angeles'), 4), (('years', 'after'), 3), (('film', 'story'), 3), (('takes', 'place'), 3), (('not', 'only'), 3), (('film', 'centers'), 2), (('battle', 'artemisium'), 2), (('battle', 'artemisia'), 2), (('let', 'go'), 2)]"
2014,17,"[(('subject', 'divine'), 1), (('divine', 'visions'), 1), (('visions', 'foretelling'), 1), (('foretelling', 'end'), 1), (('end', 'noah'), 1), (('noah', 'attempts'), 1), (('attempts', 'tell'), 1), (('tell', 'people'), 1), (('people', 'cease'), 1), (('cease', 'their'), 1)]"
2015,4,[]
2016,3,[]
