Movie release date,Number of movies,top 10 3grams
1964,567,"[(('during', 'world', 'war'), 4), (('abdul', 'wahab', 'abdul'), 4), (('wahab', 'abdul', 'wahib'), 4), (('prince', 'don', 'jose'), 4), (('both', 'them', 'fall'), 3), (('feng', 'xiao', 'feng'), 3), (('xiao', 'feng', 'sheng'), 3), (('superhero', 'starman', 'sent'), 3), (('starman', 'sent', 'emerald'), 3), (('sent', 'emerald', 'planet'), 3)]"
1965,751,"[(('de', 'la', 'bath'), 15), (('samuel', 'beckett', 'p'), 8), (('matt', 'sir', 'humphrey'), 6), (('during', 'world', 'war'), 5), (('pink', 'ultimate', 'guide'), 5), (('ultimate', 'guide', 'coolest'), 5), (('guide', 'coolest', 'cat'), 5), (('major', 'von', 'klemment'), 5), (('damned', 'life', 'samuel'), 5), (('life', 'samuel', 'beckett'), 5)]"
1966,546,"[(('world', 'war', 'ii'), 5), (('during', 'world', 'war'), 3), (('chasing', 'spider', 'pierre'), 3), (('vow', 'never', 'carry'), 3), (('sad', 'hill', 'cemetery'), 3), (('mother', 'mme', 'de'), 2), (('holman', 'informs', 'captain'), 2), (('leaving', 'behind', 'young'), 2), (('gaira', 'attacks', 'tokyo'), 2), (('then', 'falls', 'into'), 2)]"
1967,603,"[(('new', 'york', 'city'), 6), (('mihara', 'books', 'asian'), 3), (('books', 'asian', 'cult'), 3), (('asian', 'cult', 'cinema'), 3), (('sixty', 'million', 'francs'), 3), (('two', 'silver', 'coins'), 3), (('soon', 'find', 'themselves'), 3), (('fabulous', 'face', 'spa'), 3), (('go', 'their', 'separate'), 2), (('pratap', 'meets', 'young'), 2)]"
1968,643,"[(('new', 'york', 'city'), 6), (('ruk', 'ruk', 'ruk'), 5), (('chhuk', 'chhuk', 'chhuk'), 4), (('lonely', 'hearts', 'club'), 4), (('autumn', 'leaves', 'cover'), 4), (('story', 'revolves', 'around'), 3), (('mihara', 'books', 'asian'), 3), (('books', 'asian', 'cult'), 3), (('asian', 'cult', 'cinema'), 3), (('rio', 'de', 'janeiro'), 3)]"
1969,648,"[(('new', 'york', 'city'), 6), (('world', 'war', 'ii'), 6), (('antonio', 'das', 'mortes'), 4), (('la', 'boeuf', 'mattie'), 4), (('end', 'world', 'war'), 3), (('film', 'centers', 'around'), 3), (('mystery', 'science', 'theater'), 3), (('internet', 'movie', 'retrieved'), 3), (('set', 'film', 'follows'), 3), (('royal', 'air', 'force'), 3)]"
1970,638,"[(('new', 'york', 'city'), 6), (('during', 'world', 'war'), 5), (('world', 'war', 'ii'), 4), (('film', 'takes', 'place'), 4), (('old', 'lodge', 'skins'), 4), (('making', 'their', 'way'), 3), (('make', 'their', 'way'), 3), (('plot', 'revolves', 'around'), 2), (('divided', 'into', 'two'), 2), (('lives', 'wealthy', 'lifestyle'), 2)]"
1971,702,"[(('new', 'york', 'city'), 8), (('take', 'matters', 'into'), 3), (('two', 'years', 'later'), 3), (('story', 'revolves', 'around'), 3), (('ching', 'te', 'school'), 3), (('not', 'being', 'real'), 2), (('arm', 'anchor', 'swallow'), 2), (('transforms', 'into', 'giant'), 2), (('dismisses', 'grandpa', 'joe'), 2), (('sir', 'braggart', 'de'), 2)]"
1972,729,"[(('world', 'war', 'ii'), 5), (('make', 'their', 'way'), 4), (('during', 'world', 'war'), 4), (('disgraced', 'former', 'kogi'), 4), (('brings', 'along', 'friend'), 3), (('their', 'way', 'into'), 3), (('peace', 'symbol', 'necklace'), 3), (('mary', 'little', 'cloud'), 3), (('ogami', 'disgraced', 'former'), 3), (('relationship', 'tum', 'teav'), 2)]"
1973,686,"[(('new', 'york', 'city'), 6), (('movie', 'revolves', 'around'), 4), (('make', 'their', 'way'), 4), (('during', 'world', 'war'), 3), (('no', 'one', 'ever'), 3), (('luther', 'then', 'shown'), 3), (('old', 'fort', 'sumner'), 3), (('man', 'white', 'suit'), 3), (('their', 'way', 'begin'), 2), (('three', 'days', 'after'), 2)]"
1974,684,"[(('fong', 'sai', 'yuk'), 7), (('originally', 'released', 'short'), 7), (('new', 'york', 'city'), 6), (('there', 'no', 'one'), 4), (('meets', 'falls', 'love'), 4), (('general', 'che', 'kang'), 4), (('new', 'south', 'wales'), 2), (('not', 'allowed', 'marry'), 2), (('could', 'not', 'bear'), 2), (('mujhe', 'dil', 'se'), 2)]"
1975,632,"[(('new', 'york', 'city'), 9), (('make', 'their', 'way'), 4), (('location', 'language', 'date'), 3), (('new', 'york', 'times'), 3), (('world', 'war', 'i'), 3), (('film', 'revolves', 'around'), 3), (('their', 'way', 'into'), 3), (('united', 'states', 'army'), 3), (('barbara', 'jean', 'perform'), 3), (('responsible', 'death', 'another'), 2)]"
1976,654,"[(('world', 'war', 'ii'), 8), (('during', 'world', 'war'), 6), (('new', 'york', 'city'), 6), (('fang', 'shih', 'yu'), 4), (('ma', 'fu', 'yi'), 4), (('marthe', 'ludovic', 'meet'), 4), (('i', 'love', 'more'), 4), (('comes', 'face', 'face'), 3), (('make', 'their', 'way'), 3), (('sarah', 'jane', 'smith'), 3)]"
1977,639,"[(('little', 'red', 'riding'), 11), (('world', 'war', 'ii'), 8), (('red', 'riding', 'hood'), 8), (('new', 'york', 'city'), 6), (('king', 'koo', 'koo'), 5), (('buford', 'then', 'goes'), 4), (('bernard', 'miss', 'bianca'), 3), (('during', 'world', 'war'), 3), (('united', 'states', 'army'), 3), (('finally', 'comes', 'back'), 3)]"
1978,665,"[(('chin', 'yin', 'chi'), 7), (('sang', 'kuan', 'chun'), 6), (('cord', 'blind', 'man'), 4), (('world', 'war', 'i'), 3), (('pink', 'panther', 'decides'), 3), (('make', 'their', 'way'), 3), (('way', 'get', 'rid'), 3), (('during', 'world', 'war'), 3), (('eagle', 'claw', 'master'), 3), (('yellow', 'brick', 'road'), 3)]"
1979,687,"[(('during', 'world', 'war'), 9), (('lin', 'chang', 'cao'), 6), (('chi', 'sah', 'gang'), 6), (('story', 'goes', 'pink'), 5), (('goes', 'pink', 'panther'), 5), (('new', 'york', 'city'), 5), (('lee', 'ho', 'tang'), 5), (('short', 'axe', 'long'), 5), (('gets', 'into', 'fight'), 4), (('film', 'takes', 'place'), 4)]"
1980,679,"[(('new', 'york', 'city'), 11), (('during', 'world', 'war'), 5), (('charlie', 'brown', 'linus'), 5), (('yen', 'chan', 'ying'), 5), (('pai', 'yu', 'ching'), 4), (('both', 'fall', 'love'), 4), (('world', 'war', 'ii'), 4), (('receives', 'phone', 'call'), 3), (('story', 'revolves', 'around'), 3), (('scott', 'goes', 'back'), 3)]"
1981,661,"[(('percy', 'rodriguez', 'voice'), 7), (('film', 'takes', 'place'), 6), (('new', 'york', 'city'), 6), (('make', 'their', 'way'), 5), (('general', 'chi', 'ching'), 4), (('film', 'starring', 'mithun'), 4), (('van', 'der', 'veer'), 4), (('mary', 'ann', 'simpson'), 4), (('all', 'their', 'money'), 4), (('story', 'revolves', 'around'), 3)]"
1982,669,"[(('new', 'york', 'city'), 11), (('wong', 'szu', 'tai'), 9), (('bai', 'wu', 'xia'), 7), (('during', 'world', 'war'), 5), (('northern', 'shaolin', 'kung'), 5), (('lok', 'fung', 'lin'), 4), (('fall', 'love', 'each'), 4), (('make', 'their', 'way'), 4), (('head', 'over', 'heels'), 4), (('shaolin', 'kung', 'fu'), 4)]"
1983,666,"[(('new', 'york', 'city'), 7), (('during', 'world', 'war'), 5), (('world', 'war', 'ii'), 5), (('high', 'school', 'student'), 5), (('angel', 'beach', 'high'), 4), (('angel', 'beach', 'gang'), 4), (('united', 'states', 'air'), 4), (('states', 'air', 'force'), 4), (('returns', 'home', 'find'), 4), (('red', 'ryder', 'bb'), 4)]"
1984,709,"[(('leon', 'maria', 'lozano'), 11), (('new', 'york', 'city'), 9), (('lead', 'well', 'supported'), 5), (('ram', 'mohan', 'rao'), 5), (('plot', 'revolves', 'around'), 4), (('during', 'world', 'war'), 4), (('film', 'takes', 'place'), 4), (('north', 'pole', 'city'), 4), (('united', 'states', 'army'), 3), (('president', 'united', 'states'), 3)]"
1985,788,"[(('new', 'york', 'city'), 6), (('raja', 'azad', 'singh'), 6), (('indrasena', 'varma', 'rudrayya'), 6), (('action', 'film', 'starring'), 5), (('receives', 'phone', 'call'), 4), (('mithun', 'chakraborty', 'lead'), 4), (('right', 'hand', 'man'), 4), (('high', 'school', 'student'), 4), (('wakes', 'next', 'morning'), 4), (('world', 'war', 'ii'), 4)]"
1986,739,"[(('comes', 'know', 'this'), 5), (('over', 'next', 'few'), 5), (('make', 'their', 'way'), 5), (('new', 'york', 'city'), 5), (('noble', 'heart', 'true'), 5), (('heart', 'true', 'heart'), 5), (('film', 'takes', 'place'), 4), (('story', 'takes', 'place'), 3), (('fend', 'them', 'off'), 3), (('takes', 'place', 'years'), 3)]"
1987,825,"[(('li', 'ah', 'chai'), 7), (('story', 'revolves', 'around'), 6), (('make', 'their', 'way'), 6), (('new', 'york', 'city'), 6), (('garbage', 'pail', 'kids'), 5), (('film', 'revolves', 'around'), 4), (('during', 'world', 'war'), 4), (('into', 'fellow', 'drinking'), 4), (('get', 'know', 'like'), 3), (('not', 'go', 'through'), 3)]"
1988,851,"[(('new', 'york', 'city'), 10), (('film', 'takes', 'place'), 6), (('meets', 'falls', 'love'), 5), (('final', 'scene', 'shows'), 4), (('make', 'their', 'way'), 4), (('not', 'long', 'after'), 4), (('featuring', 'mithun', 'chakraborty'), 4), (('during', 'world', 'war'), 4), (('story', 'revolves', 'around'), 4), (('world', 'war', 'ii'), 4)]"
1989,810,"[(('hong', 'kong', 'police'), 15), (('new', 'york', 'city'), 12), (('story', 'revolves', 'around'), 7), (('during', 'world', 'war'), 5), (('troop', 'beverly', 'hills'), 5), (('make', 'their', 'way'), 4), (('madam', 'yeung', 'donnie'), 4), (('back', 'madam', 'yeung'), 4), (('world', 'war', 'ii'), 4), (('club', 'sugar', 'ray'), 3)]"
1990,808,"[(('grand', 'high', 'witch'), 14), (('new', 'york', 'city'), 12), (('make', 'their', 'way'), 8), (('ju', 'dou', 'tianqing'), 6), (('president', 'united', 'states'), 5), (('back', 'into', 'old'), 4), (('liu', 'zhengfeng', 'qu'), 4), (('zhengfeng', 'qu', 'yang'), 4), (('world', 'war', 'ii'), 4), (('story', 'revolves', 'around'), 3)]"
1991,827,"[(('story', 'revolves', 'around'), 6), (('charlie', 'strap', 'froggy'), 5), (('strap', 'froggy', 'ball'), 5), (('make', 'their', 'way'), 5), (('new', 'york', 'city'), 5), (('new', 'england', 'wire'), 5), (('may', 'may', 'not'), 4), (('meets', 'falls', 'love'), 4), (('during', 'world', 'war'), 4), (('world', 'war', 'ii'), 4)]"
1992,824,"[(('make', 'their', 'way'), 7), (('new', 'york', 'city'), 5), (('baby', 'oopsy', 'daisy'), 5), (('big', 'gete', 'star'), 5), (('world', 'war', 'ii'), 4), (('live', 'happily', 'ever'), 4), (('new', 'york', 'times'), 4), (('fall', 'love', 'each'), 3), (('becomes', 'more', 'more'), 3), (('film', 'revolves', 'around'), 3)]"
1993,915,"[(('snow', 'white', 'dwarfelles'), 6), (('lord', 'maliss', 'then'), 5), (('pebbles', 'bamm', 'bamm'), 5), (('film', 'revolves', 'around'), 4), (('flips', 'through', 'book'), 4), (('make', 'their', 'way'), 4), (('matters', 'into', 'own'), 4), (('start', 'new', 'life'), 4), (('new', 'york', 'city'), 4), (('transforms', 'into', 'super'), 4)]"
1994,916,"[(('new', 'york', 'city'), 13), (('make', 'their', 'way'), 7), (('story', 'revolves', 'around'), 5), (('large', 'sum', 'money'), 5), (('becomes', 'romantically', 'involved'), 5), (('freedom', 'my', 'mind'), 4), (('spends', 'most', 'time'), 4), (('receives', 'phone', 'call'), 4), (('wong', 'fei', 'hung'), 4), (('wong', 'kei', 'ying'), 4)]"
1995,914,"[(('new', 'york', 'city'), 9), (('make', 'their', 'way'), 8), (('tank', 'girl', 'jet'), 7), (('girl', 'jet', 'girl'), 6), (('super', 'sailor', 'moon'), 6), (('shiv', 'charan', 'sharma'), 5), (('walks', 'behind', 'rows'), 5), (('little', 'red', 'riding'), 5), (('start', 'new', 'life'), 4), (('final', 'scene', 'shows'), 4)]"
1996,979,"[(('ling', 'ling', 'fat'), 18), (('new', 'york', 'city'), 10), (('madame', 'de', 'blayac'), 9), (('fall', 'love', 'each'), 7), (('gets', 'into', 'fight'), 5), (('james', 'stewart', 'glen'), 5), (('murder', 'sentenced', 'life'), 4), (('get', 'back', 'together'), 4), (('plot', 'revolves', 'around'), 4), (('writes', 'book', 'book'), 4)]"
1997,1023,"[(('make', 'their', 'way'), 18), (('film', 'revolves', 'around'), 8), (('new', 'york', 'city'), 7), (('gets', 'into', 'trouble'), 6), (('their', 'way', 'through'), 6), (('remote', 'control', 'car'), 6), (('secret', 'service', 'agent'), 5), (('bubba', 'bertha', 'jo'), 5), (('meets', 'falls', 'love'), 4), (('president', 'united', 'states'), 4)]"
1998,1100,"[(('de', 'la', 'vega'), 15), (('make', 'their', 'way'), 10), (('set', 'playing', 'cards'), 10), (('normal', 'set', 'playing'), 9), (('spades', 'normal', 'set'), 8), (('film', 'takes', 'place'), 7), (('get', 'into', 'argument'), 5), (('new', 'york', 'city'), 5), (('plot', 'revolves', 'around'), 5), (('falls', 'love', 'one'), 4)]"
1999,1163,"[(('make', 'their', 'way'), 11), (('liang', 'po', 'po'), 9), (('new', 'york', 'city'), 7), (('fall', 'love', 'each'), 6), (('not', 'tell', 'anyone'), 4), (('after', 'spending', 'day'), 4), (('during', 'world', 'war'), 4), (('living', 'new', 'york'), 4), (('one', 'day', 'while'), 4), (('relationship', 'between', 'two'), 4)]"
2000,1280,"[(('new', 'york', 'city'), 12), (('film', 'takes', 'place'), 7), (('over', 'next', 'few'), 5), (('their', 'love', 'each'), 5), (('story', 'revolves', 'around'), 5), (('live', 'happily', 'ever'), 5), (('also', 'falls', 'love'), 4), (('story', 'takes', 'place'), 4), (('too', 'late', 'save'), 4), (('into', 'car', 'drives'), 4)]"
2001,1339,"[(('jay', 'silent', 'bob'), 11), (('world', 'war', 'ii'), 10), (('new', 'york', 'city'), 9), (('make', 'their', 'way'), 8), (('film', 'revolves', 'around'), 7), (('get', 'into', 'fight'), 6), (('returns', 'home', 'find'), 6), (('during', 'world', 'war'), 5), (('after', 'their', 'first'), 5), (('start', 'new', 'life'), 5)]"
2002,1478,"[(('lone', 'may', 'khin'), 18), (('little', 'red', 'haired'), 17), (('u', 'kant', 'aung'), 15), (('new', 'york', 'city'), 14), (('live', 'happily', 'ever'), 8), (('red', 'haired', 'girl'), 8), (('goddess', 'angala', 'parameswari'), 7), (('iron', 'masked', 'marauder'), 7), (('there', 'no', 'one'), 6), (('becomes', 'even', 'more'), 6)]"
2003,1662,"[(('kyaw', 'zin', 'thant'), 26), (('thet', 'mon', 'myint'), 18), (('new', 'york', 'city'), 13), (('fall', 'love', 'each'), 9), (('not', 'long', 'after'), 7), (('film', 'takes', 'place'), 7), (('story', 'revolves', 'around'), 6), (('plot', 'revolves', 'around'), 6), (('go', 'their', 'separate'), 6), (('their', 'love', 'each'), 6)]"
2004,1872,"[(('new', 'york', 'city'), 15), (('make', 'their', 'way'), 14), (('film', 'revolves', 'around'), 10), (('their', 'love', 'each'), 9), (('story', 'revolves', 'around'), 8), (('rest', 'story', 'all'), 8), (('wang', 'jing', 'wen'), 7), (('story', 'takes', 'place'), 6), (('one', 'day', 'while'), 6), (('high', 'school', 'student'), 6)]"
2005,2102,"[(('new', 'york', 'city'), 20), (('story', 'revolves', 'around'), 9), (('high', 'school', 'student'), 8), (('one', 'day', 'while'), 7), (('tv', 'tried', 'ban'), 7), (('becomes', 'more', 'more'), 6), (('film', 'revolves', 'around'), 6), (('their', 'love', 'each'), 6), (('until', 'one', 'day'), 5), (('receives', 'phone', 'call'), 5)]"
2006,2434,"[(('film', 'takes', 'place'), 15), (('new', 'york', 'city'), 14), (('film', 'revolves', 'around'), 10), (('their', 'way', 'into'), 8), (('air', 'traffic', 'controllers'), 8), (('world', 'trade', 'center'), 8), (('find', 'their', 'way'), 8), (('during', 'world', 'war'), 8), (('story', 'revolves', 'around'), 7), (('high', 'school', 'student'), 7)]"
2007,2389,"[(('new', 'york', 'city'), 20), (('receives', 'phone', 'call'), 19), (('story', 'revolves', 'around'), 18), (('make', 'their', 'way'), 16), (('film', 'revolves', 'around'), 8), (('world', 'war', 'ii'), 7), (('goes', 'back', 'home'), 7), (('no', 'one', 'knows'), 7), (('falls', 'love', 'first'), 6), (('did', 'not', 'know'), 6)]"
2008,2465,"[(('new', 'york', 'city'), 23), (('make', 'their', 'way'), 15), (('story', 'revolves', 'around'), 13), (('during', 'world', 'war'), 10), (('final', 'scene', 'shows'), 9), (('film', 'revolves', 'around'), 8), (('world', 'war', 'ii'), 8), (('plot', 'revolves', 'around'), 8), (('their', 'love', 'each'), 7), (('receives', 'phone', 'call'), 7)]"
2009,2247,"[(('new', 'york', 'city'), 18), (('make', 'their', 'way'), 15), (('film', 'revolves', 'around'), 12), (('no', 'one', 'else'), 9), (('kamen', 'rider', 'double'), 9), (('story', 'takes', 'place'), 8), (('one', 'last', 'time'), 8), (('their', 'way', 'through'), 7), (('no', 'one', 'knows'), 7), (('their', 'love', 'each'), 7)]"
2010,2022,"[(('new', 'york', 'city'), 19), (('make', 'their', 'way'), 17), (('film', 'revolves', 'around'), 10), (('red', 'siamese', 'cats'), 10), (('suck', 'my', 'taint'), 9), (('during', 'world', 'war'), 8), (('final', 'scene', 'shows'), 8), (('story', 'revolves', 'around'), 8), (('their', 'love', 'each'), 7), (('international', 'film', 'festival'), 7)]"
2011,1824,"[(('make', 'their', 'way'), 12), (('kamen', 'rider', 'ooo'), 11), (('story', 'revolves', 'around'), 10), (('film', 'revolves', 'around'), 10), (('new', 'york', 'city'), 10), (('one', 'last', 'time'), 9), (('things', 'take', 'turn'), 7), (('world', 'war', 'ii'), 7), (('go', 'back', 'their'), 7), (('break', 'into', 'house'), 7)]"
2012,1194,"[(('new', 'york', 'city'), 9), (('make', 'their', 'way'), 8), (('love', 'first', 'sight'), 4), (('president', 'united', 'states'), 4), (('film', 'revolves', 'around'), 4), (('witness', 'protection', 'program'), 4), (('world', 'war', 'ii'), 4), (('film', 'also', 'features'), 4), (('high', 'school', 'students'), 4), (('fall', 'love', 'each'), 4)]"
2013,164,"[(('two', 'best', 'friends'), 2), (('action', 'takes', 'place'), 2), (('film', 'centers', 'themistocles'), 1), (('centers', 'themistocles', 'artemisia'), 1), (('themistocles', 'artemisia', 'i'), 1), (('artemisia', 'i', 'well'), 1), (('i', 'well', 'xerxes'), 1), (('well', 'xerxes', 'i'), 1), (('xerxes', 'i', 'originally'), 1), (('i', 'originally', 'went'), 1)]"
2014,17,"[(('subject', 'divine', 'visions'), 1), (('divine', 'visions', 'foretelling'), 1), (('visions', 'foretelling', 'end'), 1), (('foretelling', 'end', 'noah'), 1), (('end', 'noah', 'attempts'), 1), (('noah', 'attempts', 'tell'), 1), (('attempts', 'tell', 'people'), 1), (('tell', 'people', 'cease'), 1), (('people', 'cease', 'their'), 1), (('cease', 'their', 'mistreatment'), 1)]"
2015,4,[]
2016,3,[]
